,target
20670,satisfied
20671,satisfied
20672,neutral or dissatisfied
20673,neutral or dissatisfied
20674,neutral or dissatisfied
20675,satisfied
20676,satisfied
20677,neutral or dissatisfied
20678,satisfied
20679,satisfied
20680,satisfied
20681,neutral or dissatisfied
20682,neutral or dissatisfied
20683,satisfied
20684,neutral or dissatisfied
20685,satisfied
20686,satisfied
20687,neutral or dissatisfied
20688,neutral or dissatisfied
20689,neutral or dissatisfied
20690,neutral or dissatisfied
20691,neutral or dissatisfied
20692,neutral or dissatisfied
20693,neutral or dissatisfied
20694,satisfied
20695,satisfied
20696,satisfied
20697,neutral or dissatisfied
20698,satisfied
20699,satisfied
20700,neutral or dissatisfied
20701,neutral or dissatisfied
20702,neutral or dissatisfied
20703,neutral or dissatisfied
20704,neutral or dissatisfied
20705,neutral or dissatisfied
20706,satisfied
20707,satisfied
20708,neutral or dissatisfied
20709,neutral or dissatisfied
20710,neutral or dissatisfied
20711,satisfied
20712,neutral or dissatisfied
20713,neutral or dissatisfied
20714,satisfied
20715,satisfied
20716,satisfied
20717,neutral or dissatisfied
20718,neutral or dissatisfied
20719,neutral or dissatisfied
20720,neutral or dissatisfied
20721,neutral or dissatisfied
20722,neutral or dissatisfied
20723,satisfied
20724,satisfied
20725,satisfied
20726,satisfied
20727,neutral or dissatisfied
20728,neutral or dissatisfied
20729,neutral or dissatisfied
20730,satisfied
20731,neutral or dissatisfied
20732,neutral or dissatisfied
20733,neutral or dissatisfied
20734,neutral or dissatisfied
20735,satisfied
20736,neutral or dissatisfied
20737,satisfied
20738,neutral or dissatisfied
20739,neutral or dissatisfied
20740,satisfied
20741,neutral or dissatisfied
20742,neutral or dissatisfied
20743,neutral or dissatisfied
20744,neutral or dissatisfied
20745,satisfied
20746,satisfied
20747,neutral or dissatisfied
20748,neutral or dissatisfied
20749,neutral or dissatisfied
20750,neutral or dissatisfied
20751,satisfied
20752,neutral or dissatisfied
20753,neutral or dissatisfied
20754,neutral or dissatisfied
20755,satisfied
20756,neutral or dissatisfied
20757,neutral or dissatisfied
20758,satisfied
20759,neutral or dissatisfied
20760,satisfied
20761,neutral or dissatisfied
20762,neutral or dissatisfied
20763,satisfied
20764,neutral or dissatisfied
20765,satisfied
20766,neutral or dissatisfied
20767,satisfied
20768,neutral or dissatisfied
20769,neutral or dissatisfied
20770,neutral or dissatisfied
20771,satisfied
20772,neutral or dissatisfied
20773,satisfied
20774,satisfied
20775,satisfied
20776,neutral or dissatisfied
20777,neutral or dissatisfied
20778,neutral or dissatisfied
20779,satisfied
20780,satisfied
20781,neutral or dissatisfied
20782,neutral or dissatisfied
20783,neutral or dissatisfied
20784,satisfied
20785,satisfied
20786,satisfied
20787,satisfied
20788,satisfied
20789,satisfied
20790,neutral or dissatisfied
20791,neutral or dissatisfied
20792,neutral or dissatisfied
20793,neutral or dissatisfied
20794,satisfied
20795,neutral or dissatisfied
20796,neutral or dissatisfied
20797,satisfied
20798,neutral or dissatisfied
20799,satisfied
20800,satisfied
20801,satisfied
20802,neutral or dissatisfied
20803,neutral or dissatisfied
20804,satisfied
20805,neutral or dissatisfied
20806,neutral or dissatisfied
20807,satisfied
20808,satisfied
20809,satisfied
20810,satisfied
20811,neutral or dissatisfied
20812,neutral or dissatisfied
20813,neutral or dissatisfied
20814,neutral or dissatisfied
20815,satisfied
20816,satisfied
20817,neutral or dissatisfied
20818,neutral or dissatisfied
20819,neutral or dissatisfied
20820,satisfied
20821,neutral or dissatisfied
20822,neutral or dissatisfied
20823,satisfied
20824,satisfied
20825,neutral or dissatisfied
20826,neutral or dissatisfied
20827,satisfied
20828,neutral or dissatisfied
20829,satisfied
20830,satisfied
20831,satisfied
20832,satisfied
20833,satisfied
20834,satisfied
20835,satisfied
20836,satisfied
20837,neutral or dissatisfied
20838,satisfied
20839,satisfied
20840,satisfied
20841,satisfied
20842,neutral or dissatisfied
20843,satisfied
20844,neutral or dissatisfied
20845,neutral or dissatisfied
20846,neutral or dissatisfied
20847,neutral or dissatisfied
20848,neutral or dissatisfied
20849,satisfied
20850,neutral or dissatisfied
20851,satisfied
20852,satisfied
20853,satisfied
20854,satisfied
20855,satisfied
20856,neutral or dissatisfied
20857,neutral or dissatisfied
20858,satisfied
20859,satisfied
20860,satisfied
20861,satisfied
20862,satisfied
20863,neutral or dissatisfied
20864,satisfied
20865,satisfied
20866,neutral or dissatisfied
20867,neutral or dissatisfied
20868,satisfied
20869,satisfied
20870,satisfied
20871,satisfied
20872,satisfied
20873,satisfied
20874,satisfied
20875,neutral or dissatisfied
20876,satisfied
20877,neutral or dissatisfied
20878,neutral or dissatisfied
20879,neutral or dissatisfied
20880,neutral or dissatisfied
20881,neutral or dissatisfied
20882,satisfied
20883,neutral or dissatisfied
20884,satisfied
20885,neutral or dissatisfied
20886,satisfied
20887,neutral or dissatisfied
20888,satisfied
20889,neutral or dissatisfied
20890,satisfied
20891,satisfied
20892,neutral or dissatisfied
20893,satisfied
20894,neutral or dissatisfied
20895,neutral or dissatisfied
20896,satisfied
20897,satisfied
20898,satisfied
20899,satisfied
20900,satisfied
20901,neutral or dissatisfied
20902,satisfied
20903,satisfied
20904,satisfied
20905,satisfied
20906,neutral or dissatisfied
20907,satisfied
20908,neutral or dissatisfied
20909,neutral or dissatisfied
20910,satisfied
20911,satisfied
20912,neutral or dissatisfied
20913,satisfied
20914,neutral or dissatisfied
20915,neutral or dissatisfied
20916,neutral or dissatisfied
20917,neutral or dissatisfied
20918,neutral or dissatisfied
20919,neutral or dissatisfied
20920,neutral or dissatisfied
20921,neutral or dissatisfied
20922,neutral or dissatisfied
20923,neutral or dissatisfied
20924,neutral or dissatisfied
20925,satisfied
20926,neutral or dissatisfied
20927,satisfied
20928,neutral or dissatisfied
20929,satisfied
20930,neutral or dissatisfied
20931,neutral or dissatisfied
20932,satisfied
20933,neutral or dissatisfied
20934,satisfied
20935,satisfied
20936,neutral or dissatisfied
20937,neutral or dissatisfied
20938,neutral or dissatisfied
20939,neutral or dissatisfied
20940,neutral or dissatisfied
20941,satisfied
20942,neutral or dissatisfied
20943,neutral or dissatisfied
20944,neutral or dissatisfied
20945,neutral or dissatisfied
20946,satisfied
20947,neutral or dissatisfied
20948,neutral or dissatisfied
20949,satisfied
20950,neutral or dissatisfied
20951,satisfied
20952,satisfied
20953,neutral or dissatisfied
20954,satisfied
20955,satisfied
20956,neutral or dissatisfied
20957,satisfied
20958,satisfied
20959,neutral or dissatisfied
20960,satisfied
20961,neutral or dissatisfied
20962,neutral or dissatisfied
20963,satisfied
20964,neutral or dissatisfied
20965,neutral or dissatisfied
20966,satisfied
20967,neutral or dissatisfied
20968,neutral or dissatisfied
20969,neutral or dissatisfied
20970,satisfied
20971,neutral or dissatisfied
20972,satisfied
20973,satisfied
20974,neutral or dissatisfied
20975,neutral or dissatisfied
20976,satisfied
20977,neutral or dissatisfied
20978,neutral or dissatisfied
20979,neutral or dissatisfied
20980,satisfied
20981,satisfied
20982,neutral or dissatisfied
20983,satisfied
20984,satisfied
20985,neutral or dissatisfied
20986,satisfied
20987,neutral or dissatisfied
20988,satisfied
20989,neutral or dissatisfied
20990,neutral or dissatisfied
20991,satisfied
20992,satisfied
20993,neutral or dissatisfied
20994,satisfied
20995,neutral or dissatisfied
20996,satisfied
20997,neutral or dissatisfied
20998,satisfied
20999,neutral or dissatisfied
21000,satisfied
21001,neutral or dissatisfied
21002,satisfied
21003,neutral or dissatisfied
21004,satisfied
21005,neutral or dissatisfied
21006,satisfied
21007,satisfied
21008,neutral or dissatisfied
21009,neutral or dissatisfied
21010,satisfied
21011,neutral or dissatisfied
21012,satisfied
21013,neutral or dissatisfied
21014,neutral or dissatisfied
21015,satisfied
21016,satisfied
21017,neutral or dissatisfied
21018,neutral or dissatisfied
21019,neutral or dissatisfied
21020,neutral or dissatisfied
21021,neutral or dissatisfied
21022,neutral or dissatisfied
21023,neutral or dissatisfied
21024,neutral or dissatisfied
21025,neutral or dissatisfied
21026,satisfied
21027,satisfied
21028,neutral or dissatisfied
21029,neutral or dissatisfied
21030,satisfied
21031,satisfied
21032,neutral or dissatisfied
21033,satisfied
21034,satisfied
21035,satisfied
21036,neutral or dissatisfied
21037,satisfied
21038,satisfied
21039,neutral or dissatisfied
21040,satisfied
21041,satisfied
21042,neutral or dissatisfied
21043,neutral or dissatisfied
21044,satisfied
21045,neutral or dissatisfied
21046,satisfied
21047,neutral or dissatisfied
21048,neutral or dissatisfied
21049,neutral or dissatisfied
21050,neutral or dissatisfied
21051,satisfied
21052,satisfied
21053,satisfied
21054,neutral or dissatisfied
21055,neutral or dissatisfied
21056,satisfied
21057,satisfied
21058,neutral or dissatisfied
21059,satisfied
21060,satisfied
21061,neutral or dissatisfied
21062,satisfied
21063,satisfied
21064,satisfied
21065,satisfied
21066,satisfied
21067,neutral or dissatisfied
21068,neutral or dissatisfied
21069,neutral or dissatisfied
21070,satisfied
21071,neutral or dissatisfied
21072,satisfied
21073,satisfied
21074,satisfied
21075,satisfied
21076,neutral or dissatisfied
21077,satisfied
21078,neutral or dissatisfied
21079,neutral or dissatisfied
21080,neutral or dissatisfied
21081,satisfied
21082,neutral or dissatisfied
21083,satisfied
21084,neutral or dissatisfied
21085,neutral or dissatisfied
21086,neutral or dissatisfied
21087,neutral or dissatisfied
21088,neutral or dissatisfied
21089,neutral or dissatisfied
21090,neutral or dissatisfied
21091,neutral or dissatisfied
21092,satisfied
21093,neutral or dissatisfied
21094,satisfied
21095,satisfied
21096,neutral or dissatisfied
21097,neutral or dissatisfied
21098,satisfied
21099,satisfied
21100,satisfied
21101,neutral or dissatisfied
21102,neutral or dissatisfied
21103,satisfied
21104,neutral or dissatisfied
21105,neutral or dissatisfied
21106,neutral or dissatisfied
21107,satisfied
21108,neutral or dissatisfied
21109,neutral or dissatisfied
21110,satisfied
21111,neutral or dissatisfied
21112,satisfied
21113,satisfied
21114,satisfied
21115,neutral or dissatisfied
21116,neutral or dissatisfied
21117,neutral or dissatisfied
21118,neutral or dissatisfied
21119,satisfied
21120,neutral or dissatisfied
21121,neutral or dissatisfied
21122,satisfied
21123,satisfied
21124,neutral or dissatisfied
21125,neutral or dissatisfied
21126,satisfied
21127,satisfied
21128,satisfied
21129,neutral or dissatisfied
21130,satisfied
21131,neutral or dissatisfied
21132,satisfied
21133,neutral or dissatisfied
21134,neutral or dissatisfied
21135,neutral or dissatisfied
21136,satisfied
21137,neutral or dissatisfied
21138,satisfied
21139,neutral or dissatisfied
21140,neutral or dissatisfied
21141,satisfied
21142,neutral or dissatisfied
21143,satisfied
21144,satisfied
21145,satisfied
21146,satisfied
21147,neutral or dissatisfied
21148,satisfied
21149,neutral or dissatisfied
21150,neutral or dissatisfied
21151,neutral or dissatisfied
21152,neutral or dissatisfied
21153,satisfied
21154,neutral or dissatisfied
21155,neutral or dissatisfied
21156,satisfied
21157,satisfied
21158,satisfied
21159,neutral or dissatisfied
21160,neutral or dissatisfied
21161,satisfied
21162,neutral or dissatisfied
21163,satisfied
21164,neutral or dissatisfied
21165,neutral or dissatisfied
21166,neutral or dissatisfied
21167,satisfied
21168,neutral or dissatisfied
21169,satisfied
21170,satisfied
21171,satisfied
21172,satisfied
21173,neutral or dissatisfied
21174,neutral or dissatisfied
21175,neutral or dissatisfied
21176,neutral or dissatisfied
21177,neutral or dissatisfied
21178,neutral or dissatisfied
21179,neutral or dissatisfied
21180,satisfied
21181,neutral or dissatisfied
21182,neutral or dissatisfied
21183,neutral or dissatisfied
21184,satisfied
21185,neutral or dissatisfied
21186,neutral or dissatisfied
21187,satisfied
21188,neutral or dissatisfied
21189,satisfied
21190,neutral or dissatisfied
21191,satisfied
21192,satisfied
21193,neutral or dissatisfied
21194,satisfied
21195,satisfied
21196,satisfied
21197,satisfied
21198,satisfied
21199,neutral or dissatisfied
21200,neutral or dissatisfied
21201,neutral or dissatisfied
21202,satisfied
21203,satisfied
21204,neutral or dissatisfied
21205,neutral or dissatisfied
21206,satisfied
21207,satisfied
21208,neutral or dissatisfied
21209,neutral or dissatisfied
21210,neutral or dissatisfied
21211,satisfied
21212,satisfied
21213,neutral or dissatisfied
21214,neutral or dissatisfied
21215,satisfied
21216,satisfied
21217,neutral or dissatisfied
21218,satisfied
21219,neutral or dissatisfied
21220,neutral or dissatisfied
21221,neutral or dissatisfied
21222,neutral or dissatisfied
21223,satisfied
21224,neutral or dissatisfied
21225,neutral or dissatisfied
21226,neutral or dissatisfied
21227,satisfied
21228,neutral or dissatisfied
21229,satisfied
21230,satisfied
21231,neutral or dissatisfied
21232,satisfied
21233,neutral or dissatisfied
21234,neutral or dissatisfied
21235,satisfied
21236,neutral or dissatisfied
21237,neutral or dissatisfied
21238,neutral or dissatisfied
21239,satisfied
21240,neutral or dissatisfied
21241,neutral or dissatisfied
21242,satisfied
21243,satisfied
21244,neutral or dissatisfied
21245,neutral or dissatisfied
21246,neutral or dissatisfied
21247,satisfied
21248,neutral or dissatisfied
21249,satisfied
21250,neutral or dissatisfied
21251,satisfied
21252,neutral or dissatisfied
21253,satisfied
21254,neutral or dissatisfied
21255,satisfied
21256,satisfied
21257,satisfied
21258,satisfied
21259,satisfied
21260,satisfied
21261,neutral or dissatisfied
21262,neutral or dissatisfied
21263,satisfied
21264,neutral or dissatisfied
21265,satisfied
21266,neutral or dissatisfied
21267,neutral or dissatisfied
21268,satisfied
21269,satisfied
21270,satisfied
21271,satisfied
21272,neutral or dissatisfied
21273,satisfied
21274,neutral or dissatisfied
21275,satisfied
21276,satisfied
21277,neutral or dissatisfied
21278,satisfied
21279,satisfied
21280,neutral or dissatisfied
21281,satisfied
21282,neutral or dissatisfied
21283,neutral or dissatisfied
21284,neutral or dissatisfied
21285,neutral or dissatisfied
21286,satisfied
21287,neutral or dissatisfied
21288,neutral or dissatisfied
21289,satisfied
21290,satisfied
21291,neutral or dissatisfied
21292,neutral or dissatisfied
21293,satisfied
21294,neutral or dissatisfied
21295,satisfied
21296,satisfied
21297,satisfied
21298,neutral or dissatisfied
21299,neutral or dissatisfied
21300,satisfied
21301,neutral or dissatisfied
21302,neutral or dissatisfied
21303,neutral or dissatisfied
21304,satisfied
21305,neutral or dissatisfied
21306,neutral or dissatisfied
21307,neutral or dissatisfied
21308,satisfied
21309,satisfied
21310,neutral or dissatisfied
21311,satisfied
21312,satisfied
21313,satisfied
21314,neutral or dissatisfied
21315,satisfied
21316,neutral or dissatisfied
21317,neutral or dissatisfied
21318,neutral or dissatisfied
21319,neutral or dissatisfied
21320,neutral or dissatisfied
21321,satisfied
21322,satisfied
21323,neutral or dissatisfied
21324,satisfied
21325,neutral or dissatisfied
21326,satisfied
21327,neutral or dissatisfied
21328,neutral or dissatisfied
21329,neutral or dissatisfied
21330,satisfied
21331,neutral or dissatisfied
